energy,makespan
1.768349346388469e8,3471.7867907221353
1.7710911863806182e8,3425.4414157400875
1.7710911863806182e8,3425.4414157400875
1.7742296382715032e8,3372.793844200672
1.7742296382715032e8,3372.793844200672
1.7742296382715034e8,3372.793844200672
1.7742296382715034e8,3372.793844200673
1.7742296382715034e8,3372.793844200673
1.774356281059118e8,3370.762198601927
1.776625006690516e8,3334.455000000001
1.7768814567437443e8,3330.4709770586
1.7768814567437443e8,3330.4709770585996
1.7768814567437443e8,3330.4709770585996
1.7768814567437443e8,3330.4709770585996
1.7768814567437443e8,3330.4709770585996
1.7768814567437443e8,3330.4709770585996
1.7769924537183365e8,3328.9330783301384
1.7769924537183362e8,3328.933078330138
1.7815616538747883e8,3268.1840636936818
1.7815616538747883e8,3268.1840636936813
1.785334242960952e8,3220.3035511528374
1.785334242960952e8,3220.3035511528374
1.785334242960952e8,3220.303551152838
1.785334242960952e8,3220.303551152838
1.7909728532835913e8,3152.182973440616
1.7909728532835913e8,3152.1829734406156
1.7909728532835913e8,3152.1829734406156
1.7909728532835913e8,3152.1829734406156
1.7914948234119862e8,3146.144844228855
1.7914948234119856e8,3146.1448442288565
1.7914948234119862e8,3146.1448442288565
1.791494823411986e8,3146.1448442288574
1.791494823411986e8,3146.1448442288574
1.7923254875108096e8,3138.324999999999
1.792325487510808e8,3138.3250000000016
1.792325487510808e8,3138.325000000001
1.7935426959244406e8,3127.3260051375073
1.793615160858228e8,3126.6920134566935
1.7936151608582297e8,3126.6920134566926
1.7936151608582297e8,3126.6920134566926
1.79361516085823e8,3126.692013456692
1.79361516085823e8,3126.692013456692
1.79361516085823e8,3126.6920134566917
1.7989576310076395e8,3086.789130137888
1.7989576310076395e8,3086.78913013789
1.7989576310076392e8,3086.78913013789
1.8014365558294493e8,3068.8598331287803
1.8014365558294493e8,3068.8598331287803
1.8014365558294496e8,3068.8598331287794
1.8014365558294496e8,3068.85983312878
1.8014365558294493e8,3068.8598331287803
1.809729654878146e8,3013.765679997791
1.8149756342409748e8,2979.6479799921985
1.8149756342409754e8,2979.6479799922004
1.8149756342409754e8,2979.6479799922004
1.8149756342409748e8,2979.6479799922
1.8216799050797617e8,2938.7561588356143
1.8216799050797617e8,2938.7561588356143
1.8216799050797617e8,2938.7561588356143
1.8216799050797617e8,2938.756158835613
1.8216799050797617e8,2938.7561588356134
1.8216799050797617e8,2938.756158835612
1.8216799050797617e8,2938.756158835613
1.8216799050797617e8,2938.756158835613
1.8216799050797617e8,2938.756158835613
1.8256855910819972e8,2917.7527260499646
1.8256855910819972e8,2917.7527260499646
1.8256855910819972e8,2917.752726049965
1.8355039031280166e8,2868.5505131200207
1.8355039031280166e8,2868.5505131200216
1.8355039031280166e8,2868.5505131200216
1.8365639221597826e8,2863.346107555851
1.8365639221597826e8,2863.3461075558507
1.8365639221597832e8,2863.3461075558507
1.8365639221597832e8,2863.3461075558503
1.8365639221597832e8,2863.3461075558503
1.8365639221597832e8,2863.34610755585
1.8365639221597832e8,2863.34610755585
1.8365639221597832e8,2863.34610755585
1.8365639221597832e8,2863.3461075558494
1.8381403709265807e8,2856.601288002526
1.8381403709265807e8,2856.601288002526
1.8381510630717844e8,2856.5577848292314
1.8381510630717844e8,2856.5577848292314
1.8381510630717844e8,2856.5577848292314
1.8381510630717844e8,2856.5577848292314
1.8381510630717844e8,2856.5577848292314
1.8381510630717847e8,2856.557784829232
1.8381510630717844e8,2856.5577848292323
1.8381510630717844e8,2856.5577848292323
1.8381510630717844e8,2856.5577848292323
1.8381510630717844e8,2856.5577848292314
1.8381510630717847e8,2856.5577848292332
1.8381510630717847e8,2856.5577848292337
1.8381510630717844e8,2856.5577848292337
1.8381510630717847e8,2856.557784829233
1.8381510630717847e8,2856.5577848292332
1.8381510630717847e8,2856.5577848292337
1.8381510630717847e8,2856.5577848292337
1.8381510630717847e8,2856.5577848292337
1.8381510630717847e8,2856.5577848292337
1.8381510630717847e8,2856.5577848292337
1.8381510630717844e8,2856.557784829234
1.8384485217746186e8,2855.767500000001
1.8397762333501673e8,2852.294669510233
1.8397762333501673e8,2852.2946695102323
1.839776233350167e8,2852.2946695102323
1.8397762333501667e8,2852.2946695102323
1.8397762333501667e8,2852.2946695102323
1.8397762333501667e8,2852.2946695102323
1.8397762333501667e8,2852.2946695102323
1.8397762333501664e8,2852.294669510232
1.8397762333501673e8,2852.2946695102332
1.8397762333501673e8,2852.2946695102337
1.8397762333501673e8,2852.294669510233
1.8397762333501673e8,2852.2946695102332
1.839776233350166e8,2852.2946695102323
1.8397762333501667e8,2852.2946695102323
1.8397762333501667e8,2852.294669510233
1.8397762333501667e8,2852.294669510233
1.839776233350166e8,2852.294669510233
1.8397762333501664e8,2852.2946695102337
1.839776233350166e8,2852.2946695102332
1.839776233350166e8,2852.2946695102332
1.8397762333501664e8,2852.294669510233
1.839776233350166e8,2852.2946695102332
1.8397762333501673e8,2852.294669510233
1.8397762333501667e8,2852.2946695102332
1.8397762333501673e8,2852.294669510232
1.8397762333501667e8,2852.2946695102296
1.8397762333501676e8,2852.2946695102323
1.839776233350167e8,2852.2946695102323
1.8397762333501667e8,2852.294669510232
1.8397762333501667e8,2852.2946695102314
1.8398349082888716e8,2852.229410725041
1.8398349082888716e8,2852.229410725042
1.839834908288872e8,2852.229410725042
1.8398349082888716e8,2852.2294107250414
1.8398349082888713e8,2852.229410725042
1.8398349082888713e8,2852.2294107250414
1.839834908288872e8,2852.229410725042
1.8398349082888716e8,2852.2294107250414
1.8398349082888705e8,2852.2294107250405
1.8398349082888705e8,2852.229410725041
1.8398349082888705e8,2852.229410725041
1.8398349082888708e8,2852.2294107250414
1.839834908288871e8,2852.229410725042
1.839834908288871e8,2852.2294107250423
1.839834908288871e8,2852.2294107250427
1.8398349082888713e8,2852.2294107250427
1.8398349082888713e8,2852.2294107250427
1.839834908288871e8,2852.2294107250423
1.839834908288871e8,2852.2294107250423
1.839834908288871e8,2852.2294107250423
1.839834908288871e8,2852.2294107250423
1.839834908288871e8,2852.2294107250423
1.839834908288871e8,2852.2294107250414
1.839834908288871e8,2852.2294107250414
1.844426136824821e8,2850.4722934132596
1.8444261368248212e8,2850.4722934132615
1.844426136824821e8,2850.4722934132596
1.84442613682482e8,2850.4722934132606
1.8444261368248206e8,2850.4722934132606
1.8444261368248206e8,2850.4722934132606
1.84442613682482e8,2850.4722934132615
1.8444261368248203e8,2850.4722934132606
1.896437858236622e8,2838.3239640289744
1.8964378582366216e8,2838.323964028974
1.8964378582366228e8,2838.3239640289744
1.8982569512718898e8,2837.966413393982
1.8982569512718898e8,2837.9664133939814
1.8982569512718898e8,2837.9664133939827
1.898256951271891e8,2837.9664133939827
1.898266515206579e8,2837.9653153942145
1.8982665152065787e8,2837.9653153942145
1.8982665152065787e8,2837.965315394214
1.9183626398293567e8,2836.707903723495
1.918362639829357e8,2836.7079037234944
1.9211703077132696e8,2836.5951787482204
1.9211703077132696e8,2836.595178748221
1.9211703077132696e8,2836.595178748219
1.9211703077132696e8,2836.595178748221
