0.41,0,0
1.37,0.02,0.02
7.75,0.16,0.17
17.2,0.62,0.41
42.77,1.91,1.95
0.44,0.02,0
1.46,0,0.02
7.98,0.19,0.15
17.99,0.45,0.63
44.2,1.94,1.98
