energy,makespan
161544066.7,9852.5275
161574171,8494.7675
161574171,8494.7675
161574171,8494.7675
161574171,8494.7675
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161602291.9,8356.29433
161662095,8233.125
161662095,8233.125
161662095,8233.125
161662095,8233.125
161662095,8233.125
161768682.8,8078.325206
161768682.8,8078.325206
161768682.8,8078.325206
161768682.8,8078.325206
161768682.8,8078.325206
161768682.8,8078.325206
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
161966665.8,7913.826302
162338668.4,7693.5575
162338668.4,7693.5575
162338668.4,7693.5575
162338668.4,7693.5575
162999737.1,7339.9
162999737.1,7339.9
162999737.1,7339.9
162999737.1,7339.9
162999737.1,7339.9
166710883.4,5458.0175
166710883.4,5458.0175
166710883.4,5458.0175
166710883.4,5458.0175
166710883.4,5458.0175
168034493.7,4877.6825
168034493.7,4877.6825
168034493.7,4877.6825
168034493.7,4877.6825
168034493.7,4877.6825
168034493.7,4877.6825
168034493.7,4877.6825
168034493.7,4877.6825
168285774.7,4778.796168
168285774.7,4778.796168
168285774.7,4778.796168
168285774.7,4778.796168
168420970.9,4728.832102
168420970.9,4728.832102
168503487.6,4699.37985
168503487.6,4699.37985
168503487.6,4699.37985
168503487.6,4699.37985
168583439.3,4672.4975
168583439.3,4672.4975
168583439.3,4672.4975
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
168710886.3,4631.358289
169521081.4,4411.823529
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170553557.3,4133.136695
170629813.5,4117.549173
170629813.5,4117.549173
170629813.5,4117.549173
170629813.5,4117.549173
170629813.5,4117.549173
170629813.5,4117.549173
170629813.5,4117.549173
170629813.5,4117.549173
170733139,4098.120514
172135521.2,3835.755196
172135521.2,3835.755196
172775754.2,3717.46
172775754.2,3717.46
172775754.2,3717.46
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172958734.9,3684.153998
172986179.5,3679.896126
172986179.5,3679.896126
172986179.5,3679.896126
172986179.5,3679.896126
172986179.5,3679.896126
172986179.5,3679.896126
172986179.5,3679.896126
172986179.5,3679.896126
173026664.1,3674.296263
173026664.1,3674.296263
173026664.1,3674.296263
173026664.1,3674.296263
173026664.1,3674.296263
173026664.1,3674.296263
173026664.1,3674.296263
173026664.1,3674.296263
173026664.1,3674.296263
173305238.3,3638.4975
173305238.3,3638.4975
173870253.4,3566.665
173870253.4,3566.665
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
174342470,3507.14223
