151.7502,128.8365,-211.2175,,,,,
148.024,121.294,-206.8556,,,,,
151.967,129.3131,-201.2253,,,,,
152.7728,130.5653,-202.1516,,,,,
,,,,,,,
,,,,,Online,Greedy,Average
,,,,BaS,151.7502,128.8365,-211.2175
,,,,SaB,148.024,121.294,-206.8556
,,,,Rand,151.967,129.3131,-201.2253
,,,,Equal,152.7728,130.5653,-202.1516
171.7923,105.4031,24.6187
176.6659,106.1499,22.81067
171.1145,105.4036,24.27709
173.8005,106.0652,24.71318
