0.4,0,0
1.68,0.01,0.01
7.66,0.16,0.13
17.22,0.61,0.55
42.68,1.97,1.94
0.44,0.01,0
1.45,0.02,0
7.96,0.12,0.17
17.93,0.53,0.54
43.9,1.92,1.95
