0.44,0.01,0.01
0.39,0,0.01
0.41,0.01,0.01
0.32,0,0.02
0.52,0,0
0.41,0,0
0.51,0,0
0.51,0,0
0.47,0,0.02
0.46,0,0
0.45,0.01,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
