0,0,0,46,56,98,104,63,73
0,0,0,0,0,51,51,37,41
0,0,72,69,76,67,74,76,86
0,0,26,28,27,25,0,28,26
0,0,0,90,106,141,0,142,161
0,0,0,0,0,221,0,155,154
0,0,0,0,0,210,0,0,0
0,0,0,0,0,221,0,0,219
0,0,0,0,0,0,0,218,22
0,0,0,0,0,122,0,0,48
0,0,0,90,71,0,159,38,22
0,0,0,48,43,0,67,56,56
0,0,0,0,0,0,0,0,110
0,0,120,0,0,0,0,0,0
0,0,0,0,0,617,0,0,3
0,0,0,0,0,0,160,0,0
0,0,0,0,0,0,0,182,8
0,0,0,0,0,0,290,0,0
0,0,0,0,383,0,0,167,0
0,0,0,185,11,0,30,14,140
0,0,0,0,0,250,60,0,0
0,0,0,0,68,26,24,77,85
0,0,0,87,91,0,0,90,152
0,514,0,18,0,103,0,22,23
0,0,0,0,0,70,193,46,51
0,0,744,0,0,0,0,2,4
0,0,53,0,0,0,0,69,88
0,0,44,0,298,0,183,65,0
0,0,0,79,0,111,0,0,0
0,0,0,0,0,193,417,0,0
