0,0,0,46,56,98,104,63,73
0,0,0,0,0,51,51,37,41
0,70,63,60,66,60,63,65,73
0,0,26,27,26,25,0,28,28
0,0,0,72,82,110,141,110,125
0,0,0,80,0,153,82,107,108
0,0,0,0,0,82,79,49,0
0,0,0,60,0,108,116,56,100
0,0,0,0,0,0,0,103,137
0,0,0,0,0,170,0,0,0
0,0,0,71,85,0,82,84,58
0,0,0,48,44,0,66,56,56
0,0,0,0,0,0,0,0,110
0,0,120,0,0,0,0,0,0
0,0,0,0,0,620,0,0,0
0,0,0,0,0,0,160,0,0
0,0,0,0,0,0,0,180,10
0,0,0,0,0,0,290,0,0
0,0,0,0,382,0,0,168,0
0,0,0,184,9,0,30,15,142
0,0,0,0,0,0,310,0,0
0,0,0,0,0,0,280,0,0
0,0,0,75,96,0,0,93,156
0,411,0,11,6,226,0,13,13
0,0,0,0,44,93,92,64,67
0,0,0,0,0,0,0,0,750
0,0,0,0,0,0,0,0,210
0,0,0,0,0,0,0,590,0
0,0,0,0,0,190,0,0,0
0,0,0,0,0,0,610,0,0
