0,0,0,0,63,110,114,71,82
0,0,0,0,0,51,52,36,41
0,0,96,97,103,0,0,106,118
0,0,30,37,31,0,0,30,32
0,0,0,0,46,458,0,64,72
0,0,0,0,0,222,0,154,154
0,0,0,0,0,210,0,0,0
0,0,0,0,0,220,0,0,220
0,0,0,0,0,0,0,220,20
0,0,0,0,0,120,0,0,50
0,0,0,88,56,0,223,11,2
0,0,0,80,0,0,0,96,94
0,0,0,0,0,0,0,0,110
0,0,120,0,0,0,0,0,0
0,0,0,0,0,620,0,0,0
0,0,0,0,0,0,160,0,0
0,0,0,0,0,0,0,180,10
0,0,0,0,0,0,290,0,0
0,0,0,0,550,0,0,0,0
0,0,0,105,0,0,262,6,7
0,0,0,0,0,167,143,0,0
0,0,0,0,0,140,140,0,0
0,0,0,67,128,0,0,84,141
0,0,0,119,0,240,0,158,163
0,0,0,0,0,20,327,0,13
0,0,0,0,0,0,0,0,750
0,0,0,0,0,0,0,0,210
0,0,0,0,0,0,0,590,0
0,0,0,0,0,190,0,0,0
0,0,0,0,0,0,610,0,0
